,artist,title,tid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
23,"ali farka touré, toumani diabaté",debe,3SYhGK2d8LAkhNCFtOfv0c,0.723,0.303,5,-12.979,1,0.0426,0.849,0.426,0.0782,0.638,91.592
24,ali farka touré,soya,0rRHVtJft0VMnKQSFV8uup,0.689,0.579,10,-9.16,1,0.0342,0.646,0.0156,0.0805,0.786,109.086
25,ali farka touré,mali dje,1CHKHF1roftcIHOp2jPzc1,0.618,0.286,9,-16.142,1,0.0327,0.779,0.723,0.195,0.694,101.229
26,ali farka touré,inchana massina (feat. nitin sawhney) - 2017 remastered version,3wvU3SK6KD2m4y5eOEAGjR,0.505,0.55,6,-11.266,1,0.0382,0.507,0.00493,0.0743,0.469,80.997
27,ali farka touré,goydiotodam,2fqcpLdEA1wVrL3mGNQ32v,0.33,0.469,10,-17.364,1,0.0412,0.783,0.27,0.0926,0.905,175.712
28,ali farka touré,yer bounda fara,56diuxLa7MlePUpjTBRswc,0.813,0.367,3,-9.87,1,0.0399,0.724,0.00247,0.101,0.733,117.08
29,ali farka touré,ali's here,5lCQmJD3tz2UjCNCsjJM22,0.472,0.884,1,-7.667,0,0.0411,0.131,0.584,0.0897,0.777,114.002
30,ali farka touré,timbarma,2DMNbBoZnuDkQcoFjRiAMb,0.569,0.227,4,-17.674,1,0.0326,0.66,0.0106,0.0837,0.457,113.25
31,ali farka touré,roucky (feat. taj mahal) - 2017 remastered version,5VJpfs13Kfbc4Ti455wZ4e,0.657,0.169,5,-17.78,1,0.0375,0.839,0.898,0.115,0.381,78.094
32,ali farka touré,beto,3Jzc8txMyjGj0OQU1DsEl6,0.707,0.518,9,-10.235,0,0.045,0.582,0.0279,0.196,0.466,111.781
33,ali farka touré,allah uya,5GhrRWZZez52XUAlZ3aHRE,0.607,0.545,4,-11.564,1,0.107,0.873,0.00914,0.132,0.577,86.39
34,ali farka touré,jungou,4BYctbh0cJOBwoTv8U8tym,0.435,0.36,9,-13.063,1,0.0319,0.443,0.39,0.132,0.265,92.298
35,ali farka touré,cinquante six - instrumental;2017 remastered version,0mfFiMRU8Xr79DL97XPv7O,0.319,0.213,8,-16.456,1,0.0306,0.849,0.955,0.0674,0.211,96.875
36,ali farka touré,erdi,7oLZWt9WYY6MebC8RMXOdR,0.518,0.703,4,-7.739,1,0.0402,0.147,0.595,0.113,0.775,95.963
37,ali farka touré,instrumental,2qFdQZetqV2uyQGcZRxVe3,0.548,0.0618,2,-18.202,1,0.0808,0.825,0.534,0.092,0.33,72.007
38,vieux farka touré,the secret,362JdradEO0cX5N7qYhkRE,0.501,0.57,2,-7.72,1,0.0342,0.629,0.942,0.264,0.605,154.182
39,ali farka touré,takamba - instrumental;2017 remastered version,6XbqbfuoZNMU7CREhL5JaO,0.514,0.586,3,-13.486,1,0.0305,0.256,0.888,0.178,0.58,157.942
40,ali farka touré,penda yoro,3r8tadrcfrmhmzZBrn78iz,0.509,0.643,5,-9.417,1,0.0526,0.521,0.258,0.0565,0.718,171.818
41,ali farka touré,tulumba,3dDuNtU56FIC8crdNgqDrJ,0.484,0.562,11,-9.349,0,0.04,0.219,0.703,0.106,0.516,116.186
42,ali farka touré,yer mali gakoyoyo,7ezY0xMgRoKDiBHjnUzOJT,0.621,0.256,5,-16.621,0,0.0308,0.811,0.00221,0.112,0.594,137.924
43,ali farka touré,kenouna,3Ddx0d6CGil3D7AfvrwTV4,0.258,0.492,11,-16.877,1,0.0365,0.732,0.625,0.0524,0.858,173.574
44,ali farka touré,singya,48ugorCHzJLtcw59Kk0NQh,0.47,0.239,1,-16.27,1,0.0371,0.503,0.000428,0.0886,0.442,114.712
45,ali farka touré,la drogue,5NzlmSiu5DxjQKorGGI8OB,0.707,0.44,9,-11.512,1,0.0366,0.654,0.000745,0.259,0.602,117.756
46,ali farka touré,trei kongo,0VrxQDKYNwwE9irPEV9fHb,0.816,0.313,5,-13.535,0,0.0418,0.883,0.0,0.125,0.662,108.26
47,ali farka touré,toungere,0K3W6FrcGzkgYJjYwa8m17,0.434,0.38,10,-15.798,1,0.0349,0.558,0.174,0.0931,0.76,77.369
0,eddie money,take me home tonight,7b4yGtR0rujvLi5EBfKKJ2,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699
1,flans,bazar,7CLxH03q65I3aktL79k4vE,0.77,0.759,8,-11.905,1,0.0331,0.111,0.000543,0.0528,0.972,127.078
2,bronski beat,smalltown boy,5vmRQ3zELMLUQPo2FLQ76x,0.685,0.584,5,-10.616,0,0.0276,0.288,0.00918,0.124,0.939,134.546
3,stevie nicks,edge of seventeen,2id8E4WvczfKHB4LHI7Np3,0.59,0.828,0,-6.28,1,0.0439,0.277,5.57e-06,0.0868,0.636,111.353
4,jago,i'm going to go - original mix,4Mk5hq0A4dgWvzuVhbTRlm,0.957,0.716,9,-7.298,0,0.069,0.183,0.00081,0.0616,0.961,117.72
5,los jilgueros del pico real,juan “n” guerra,6tdqichGDZ8tPuooCUEf9g,0.723,0.381,5,-11.927,1,0.135,0.263,0.0,0.0719,0.964,117.53
6,arabian prince,situation hot,0HqeIfiAbvwj5GGrO6xQtQ,0.837,0.664,6,-5.291,1,0.0706,0.00425,0.117,0.221,0.514,128.208
7,"felipe morales, las estrellas de la fama",quiero hacerte feliz,6bXEqfKd15B1L5OrSZlNMD,0.653,0.325,5,-7.8,1,0.0327,0.401,0.0,0.128,0.772,106.927
8,yuri,goma de mascar,1zhKU8lNOnA5MKplW2pO4S,0.71,0.897,9,-8.346,1,0.0842,0.177,0.000625,0.106,0.936,123.299
9,blancmange,feel me,0DZlGFqY7WSvQ92Ivf6J3E,0.673,0.926,2,-9.222,1,0.0729,0.167,0.168,0.542,0.584,110.76
10,international music system,love games - 123 bpm,7o2N5ukm6zUua6goFkwk1E,0.762,0.49,0,-13.748,0,0.0979,0.0628,0.00281,0.0735,0.671,116.798
11,benjamin ball,i need it,40Zr9GlTmtnuiilCGQ6dBL,0.835,0.56,2,-11.041,1,0.059,0.316,0.776,0.109,0.915,116.788
12,fela kuti,who're you,4tmwN5EgWlC8SSHMxzD7fo,0.702,0.63,8,-8.746,1,0.109,0.0858,0.078,0.191,0.471,111.213
13,lucerito,magia,3KA5puKWf0iyMSK59DWsAF,0.716,0.712,8,-8.086,1,0.0473,0.222,2.35e-06,0.0609,0.696,139.084
14,soda stereo,persiana americana,7JZP7kQsuFFWOrtAI7uNiW,0.582,0.915,4,-6.217,0,0.0418,0.149,0.0138,0.207,0.485,101.061
15,eagles,in the city - 2013 remaster,7kqkIktA2Uu7UCztFZtooy,0.448,0.55,9,-7.427,1,0.026,0.0226,0.205,0.0425,0.709,81.814
16,various artists,the queen,5YZ4pyfkYBgZV7dxqnVmnz,0.637,0.834,3,-5.696,1,0.159,0.563,3.95e-05,0.0868,0.762,131.244
17,antonio aguilar,yo soy el mismo,1DRlcY67KN3J7tGd5jgGO1,0.439,0.179,3,-11.721,1,0.0567,0.879,1.16e-06,0.167,0.671,167.713
18,alaska y dinarama,perlas ensangrentadas,7reJGbZa8uLSS9BG57q49e,0.618,0.818,2,-5.858,1,0.0325,0.0237,0.00704,0.219,0.215,160.715
19,chelo y cornelio,vamos a sonar,51NqL4RgNO2Dh5DZmoGUla,0.664,0.635,10,-10.359,1,0.358,0.0855,0.0,0.0593,0.953,168.251
20,los hermanos carrion,las cerezas,6wR5yP8Rr65Yw4iL24PWbT,0.601,0.317,2,-15.677,1,0.0392,0.829,0.0,0.13,0.676,138.192
21,opus,quiero decirte,7fpU7SlXfKRjszjGryojk1,0.534,0.67,5,-12.038,1,0.0362,0.464,0.00143,0.243,0.966,103.962
22,lorenzo antonio,quien quiere este corazon,3QdukXDqLyYBbhSqSaKvsn,0.69,0.632,0,-6.559,1,0.0255,0.324,0.0,0.0627,0.793,127.406
23,los rieleros del norte,el polvo y la marijuana,5YBKx8PBUSn9Pqj4mg0BOA,0.673,0.74,7,-9.205,1,0.0413,0.0697,1.87e-06,0.263,0.819,120.732
24,marimba orquesta corona de tapachula,el combate,6blMkvgL5RZ2AuO115aB3X,0.677,0.579,10,-9.163,1,0.0395,0.0762,0.531,0.0976,0.941,156.756
25,los tigres del norte,el zorro de ojinaga,6WjPPtUzYfZwckWmFFz9SP,0.759,0.502,9,-10.253,1,0.108,0.158,0.00103,0.216,0.847,106.063
26,carlos y jose,pistoleros famosos,3R7fo1TpV55XzTpWtRmrWb,0.651,0.365,8,-7.057,1,0.043,0.769,0.0,0.0362,0.895,180.91
27,iggy pop,the passenger,15BQ7vEDv2LJuh8TxWIhtd,0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88
28,chavela vargas,cruz de olvido,5ekDxQelG9ZSWJaBNljhU2,0.496,0.188,2,-15.93,1,0.0501,0.809,6.62e-06,0.658,0.292,121.453
29,various artists,santa marta cumbia,1PUuvjFX5rvFAruqg4HYZt,0.599,0.666,6,-8.475,1,0.0386,0.259,0.000431,0.0551,0.798,98.859
30,cheo feliciano,contigo en la distancia,7McA0oHR0aZlIuPzNzo7ZI,0.421,0.32,2,-9.388,1,0.0278,0.875,0.000225,0.323,0.397,79.932
31,various artists,no me hables de ese amor,1PQhxK4c8ihQaDzV9ojXph,0.468,0.302,10,-8.256,0,0.0308,0.872,0.0,0.122,0.388,104.019
32,simón díaz,tonada de luna llena,7epe37kYbhgDxaBUQOaHgx,0.521,0.153,4,-21.151,0,0.048,0.951,0.0101,0.0941,0.391,132.751
33,antonio aguilar,apasionado,3bdTWD4qHKRGQA6G5RIn0v,0.679,0.351,3,-8.108,1,0.0324,0.605,2.74e-06,0.222,0.884,92.716
34,richard clayderman,ballade pour adeline,3kK2DCW85mxXaFeL0wCvRc,0.541,0.309,0,-13.354,1,0.029,0.646,0.473,0.122,0.395,139.715
35,david zaizar,cielo rojo,5DrDTUtvfnu7hHvie0ihLL,0.3,0.188,7,-10.643,1,0.0368,0.969,0.00302,0.268,0.39,184.121
36,12 pianists,guillaume tell (william tell): overture (arr. f. wrede for 2 pianos 8 hands): andante -,3Wwba621okL6wwGn6KMzre,0.414,0.0187,7,-39.385,1,0.0557,0.991,0.892,0.0513,0.195,74.477
37,"antonio vivaldi, andreas scholl","nisi dominus (psalm 126), r.608: 4. ""cum dederit"" (andante)",0crY7pPfWKmVzMW03UWN0O,0.086,0.0049,1,-32.551,1,0.0522,0.963,0.364,0.106,0.0414,74.988
38,rodrigo amarante,tuyo (narcos theme) [extended version] - a netflix original series soundtrack,6g2BiiVQqY5v1S4HIrM54F,0.765,0.497,1,-7.806,0,0.0402,0.492,0.366,0.143,0.457,112.195
39,roberto jordan,no se ha dado cuenta,3lzkOHkG5yH3xj40sY4nVI,0.764,0.565,4,-7.624,1,0.0353,0.67,0.0,0.0634,0.934,102.334
40,pedro infante,la calandria,4bgHKMSPTsTJgsalDgMop7,0.714,0.338,5,-9.97,1,0.0505,0.901,0.0101,0.305,0.88,132.81
41,ramon blanco,cuenta conmigo,0YOyC9DvB4lwzetFQ6ET1x,0.369,0.405,5,-5.328,1,0.0347,0.849,2.65e-05,0.278,0.525,166.027
42,"ruben rojas, goyo medina",venganza ranchera,0ectMUTAsJA17x0C7rjlyd,0.813,0.428,9,-7.314,1,0.0395,0.488,0.0,0.0332,0.893,134.879
43,lola beltrán,el mariachi,3g6J25NHJP3moCrdrJWQ1o,0.426,0.527,5,-4.546,1,0.0476,0.841,1.43e-06,0.0914,0.613,142.233
44,"ruben rojas, goyo medina",yuriria de mis amores,4bcMsXF12DIVhaCpcs9K6U,0.668,0.341,2,-7.215,1,0.0391,0.54,0.0,0.159,0.804,132.705
45,gerry rafferty,baker street,5gOd6zDC8vhlYjqbQdJVWP,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762
46,toto,hold the line,4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556
47,various artists,bailala pronto,2tDoreKvv4UqcfZACXXqaM,0.555,0.695,0,-10.856,1,0.0392,0.153,0.00365,0.0654,0.967,102.338
48,j. michael henderson,october,2ZjMf65ieYnu2GqBRsK8nE,0.546,0.366,7,-17.291,1,0.0298,0.405,0.0,0.0926,0.821,115.559
49,chilo escobedo,dame amor,6KWXqOtuXlzTb3876Ez3ku,0.211,0.418,2,-8.991,1,0.0339,0.621,0.00365,0.201,0.601,196.9
50,chilo escobedo,presente y pasado,3h2a9NPOTYvtFRzOUspDIe,0.353,0.296,0,-7.911,1,0.0311,0.905,0.0151,0.359,0.604,86.122
51,"m, robin scott","pop muzik (from ""priscilla queen of the desert"")",6nEBAa6Rk60dffh4BIfeja,0.941,0.792,1,-8.661,1,0.0349,0.0864,6.96e-05,0.18,0.97,110.795
52,chuito el de bayamon,alegría navideña (aguinaldo controversia),4QefDU5zg6xljDnTcDLeDG,0.772,0.493,10,-9.272,1,0.0452,0.275,2.54e-05,0.214,0.86,105.419
53,pedro infante,el mil amores,4NHbX4msV8GH4smQZ9Cvf0,0.605,0.424,4,-9.91,1,0.087,0.892,0.000118,0.215,0.919,135.488
54,various artists,kadia blues,0hhIe5weVg6y8PNXG4xhYO,0.505,0.444,9,-3.473,0,0.0297,0.67,0.895,0.125,0.289,95.505
55,grupo la rebelion,vuelve a mi,2z0VchrguMPuYTZ8Wv7K5j,0.637,0.61,7,-8.576,1,0.068,0.0271,0.0,0.0262,0.446,82.975
56,culture club,karma chameleon - remastered 2002,2wSAWEYUHkt92X4SBAPqZE,0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049
57,reo speedwagon,keep on loving you,4rcHWl68ai6KvpXlc8vbnE,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732
58,savoir flair,keep holding on,5dl6djYHql8kq9Mu0qgOoT,0.728,0.716,10,-8.185,0,0.0675,0.269,0.0,0.653,0.623,106.551
59,various artists,la camita,4xUf4LVRZcXurXIPvVpg5C,0.855,0.467,2,-13.16,1,0.212,0.186,0.694,0.108,0.694,127.25
60,various artists,mi rio cali,7CnZD8kPYzyKbKgZkvY1dp,0.703,0.939,0,-3.001,1,0.0514,0.454,0.00227,0.275,0.741,110.306
61,gabriel romero y su orquesta,juana rosa manzano,4mRldIhI8PTQWlzcI5vPaw,0.737,0.475,10,-8.744,1,0.0375,0.0886,0.0,0.179,0.911,90.081
62,chilo escobedo,cenicero,5LeTs3YBNPK3W1inbzqslU,0.279,0.37,0,-5.9,1,0.0363,0.92,8.71e-06,0.119,0.659,189.773
63,joan sebastian,hasta que amanezca,1piW2sFcLX1jhvWD46TwSR,0.477,0.458,6,-6.927,1,0.0508,0.676,0.0,0.23,0.895,168.913
64,various artists,i can dream about you,37nxLdGbmgEYQYrqe14xOp,0.743,0.5,9,-14.105,1,0.0513,0.0515,0.0,0.0373,0.903,112.989
65,billy paul,let the dollar circulate,3ihmJ6AKx2BC6vWhx25eaH,0.616,0.756,3,-9.24,0,0.0396,0.0151,0.000317,0.0648,0.884,95.936
66,traffic sound,meshkalina,26LfFx8cu2waE73ERKNNK7,0.432,0.922,6,-4.182,0,0.131,0.575,0.0,0.193,0.518,139.504
67,the city of prague philharmonic orchestra,"sarabande (from ""barry lyndon"")",4zbvNTQjPNlcLlrcjIwI7e,0.297,0.0685,2,-17.459,0,0.0366,0.878,0.915,0.0844,0.0936,121.818
68,various artists,duelo de valientes,1w26At2QvVgLcXTjXIsr9M,0.731,0.495,7,-7.018,1,0.0341,0.545,0.0,0.297,0.916,122.443
69,grandmaster flash & the furious five,white lines,3odqT6FRAUAFCeOmNFmLrb,0.853,0.703,0,-8.799,1,0.0586,0.0438,0.00044,0.0646,0.829,115.397
70,lola beltrán,que me toquen las golondrinas,7G0CgzohnhiWMpq9KQFig4,0.402,0.144,10,-9.817,1,0.0365,0.945,0.0,0.0921,0.24,82.235
71,matrix,take me up - radio short,5fvpClzorIwjrfqHBzzEVT,0.812,0.726,2,-11.467,1,0.062,0.348,0.0621,0.109,0.869,121.055
72,agustín lara,imposible,1NHUDsrTLUjynZnr8WHdfl,0.524,0.178,0,-13.69,1,0.0408,0.96,0.00396,0.113,0.428,120.747
73,benjamin caussor,se perdio el pescador,4rbIOjghCZLhy0gvieSFdU,0.745,0.723,7,-7.951,1,0.0488,0.237,2.43e-05,0.313,0.973,115.731
74,foghat,burnin' the midnight oil - 2016 remaster,3OpbgwiDJCot0dkuH0DDG9,0.533,0.836,9,-7.427,1,0.0371,0.000449,0.774,0.297,0.637,130.231
75,los tigres del norte,contrabando y traición,4gRi0itWso2UodoRMP5asJ,0.829,0.332,0,-12.314,1,0.0556,0.358,2.69e-05,0.15,0.88,109.608
76,hombres g,devuélveme a mi chica,6pYbhX5gYix4ESpbSUArnA,0.585,0.948,9,-5.062,0,0.0869,0.0143,3.36e-05,0.331,0.42,172.365
77,toots & the maytals,54-46 (was my number),16PhD3Jn5p7DwlMp7Ej7Rk,0.699,0.381,7,-9.184,1,0.272,0.759,1.13e-05,0.0661,0.466,158.622
78,eugene wilde,chey chey kule,41kPTmiE5TsxqK4rKIF6zj,0.744,0.87,9,-4.821,0,0.0687,0.0347,0.00606,0.233,0.858,114.416
79,various artists,tihuanaco,4o3B5ABqbqolFpKSbg9h8L,0.688,0.749,4,-6.028,0,0.0325,0.257,0.779,0.0786,0.881,94.984
80,agustín lara,amor de mis amores,1g3eNhbcpARAyhmXc1eazW,0.484,0.224,1,-11.932,1,0.041,0.92,1.57e-05,0.101,0.387,109.285
81,diego verdaguer,mamá ven a sentarte aquí,5oL5BwlRQnKfvSPEbrYEny,0.469,0.331,7,-12.94,1,0.0312,0.746,8.01e-05,0.189,0.247,110.429
82,los jilgueros del pico real,corrido a felix gallardo,3zLuBDUCXlNthbQluajfLn,0.881,0.245,1,-14.611,0,0.123,0.755,5.62e-06,0.11,0.968,110.171
83,bob seger,rock and roll never forgets - live/remastered,7wfMo45fLnq1fnmghB5388,0.228,0.996,4,-2.385,1,0.187,0.0351,0.000252,0.921,0.291,158.873
0,billie eilish,your power,5qNh5WtzMbfpSj2jLlBkoD,0.634,0.285,9,-14.007,0,0.0807,0.937,0.000359,0.232,0.203,129.65
1,dj khaled,"i did it (feat. post malone, megan thee stallion, lil baby & dababy)",20GrahbI4AzAOWxpYfDKkf,0.757,0.721,4,-2.906,0,0.0691,0.00196,0.0,0.647,0.364,124.036
2,"olivia rodrigo, joshua bassett","even when/the best part - from ""high school musical: the musical: the series (season 2)""",30UszgTxEuJVG5SUFyBffT,0.522,0.336,0,-8.577,1,0.0275,0.714,0.0,0.109,0.566,90.646
3,itzy,in the morning,2QdH0rKlV3d9Y6lWzcnlBH,0.847,0.814,11,-4.668,0,0.152,0.0825,0.000507,0.0948,0.711,140.057
4,bebe rexha,die for a man (feat. lil uzi vert),6qxPykWNMJos87C8atw9bE,0.669,0.893,4,-3.319,0,0.0372,0.0736,0.0,0.14,0.314,89.996
5,enhypen,drunk-dazed,1wcr8DjnN59Awev8nnKpQ4,0.599,0.869,5,-5.174,0,0.0618,0.000707,0.0,0.0911,0.453,132.889
6,ab6ix,close,5CXbZ60u7fq4UjlLnOig5Q,0.807,0.803,1,-3.589,1,0.052,0.203,0.0,0.0678,0.782,120.002
7,(g)i-dle,last dance,1fxKKzZ6YmnrYmD7fCrBo9,0.812,0.843,2,-4.427,1,0.046,0.0176,6.81e-06,0.362,0.355,116.045
8,bibi,life is a bi…,4d79iPe88TzFewhFk2vrcy,0.722,0.501,10,-6.113,0,0.0625,0.255,0.0,0.0857,0.541,144.076
9,twenty one pilots,choker,3ydI3CesHBnaY01Qff9jOr,0.7,0.664,7,-8.211,1,0.0394,0.306,1.89e-05,0.249,0.585,142.009
10,dj khaled,let it go (feat. justin bieber & 21 savage),1cEhrSF6EylAEqdhUGuNpX,0.877,0.444,8,-7.547,1,0.172,0.24,0.0,0.169,0.658,129.06
11,alec benjamin,the way you felt,6XdHZr9iXdqc4Q76wtgbqr,0.872,0.52,0,-6.928,1,0.0618,0.715,0.0,0.0982,0.736,131.918
12,girl in red,body and mind,2dAHKe37uyUrB0v0PJrDDj,0.575,0.572,10,-5.928,0,0.0635,0.0718,0.0,0.0995,0.551,150.894
13,julia michaels,little did i know,4hkSiyO1zy1scfc4HWMGR4,0.423,0.405,7,-6.174,1,0.033,0.347,0.0,0.0951,0.346,140.875
14,nathanie,sunscreen,0W7xlf67zsK37ByIPR6bm8,0.427,0.407,10,-12.508,0,0.0629,0.855,2.56e-06,0.128,0.406,79.421
15,lil asian thiccie,fanta grape,7zxzE8ujTxVSuQMhQd1Ajg,0.672,0.583,7,-9.908,0,0.0676,0.168,3.2e-06,0.504,0.356,160.045
16,a-do,為愛而戰,7JWMQRHzwZlKwx4xE9sgvE,0.335,0.468,11,-9.398,1,0.0359,0.411,0.0,0.0893,0.344,180.12
17,shelby wang,文盲,5g3eNW6A8cPrbb5qs3MvS0,0.681,0.67,3,-5.378,0,0.0279,0.684,5.11e-05,0.27,0.64,129.981
18,kat,lullaby,5OOpx01XLg1zZL0K21JNJ5,0.567,0.27,10,-12.723,1,0.0317,0.692,0.00808,0.144,0.368,131.891
19,reshma,loneliest girl,6cn8SyF46yONxzj0XmaNcA,0.595,0.78,9,-5.874,0,0.0557,0.0591,0.0,0.172,0.34,134.934
20,"baby keem, travis scott",durag activity (with travis scott),4JJcP0Rv9AgyPD6ZGaC8EE,0.895,0.71,2,-5.716,1,0.296,0.00193,1.71e-06,0.0884,0.462,80.47
21,"the kid laroi, miley cyrus",without you (with miley cyrus),1EHUQesfVKwbthtNcpBi9g,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56
22,little mix,confetti (feat. saweetie),40JjCZcdzT9ldZk5DhFqdZ,0.733,0.643,9,-6.45,0,0.053,0.178,0.0,0.0609,0.485,107.088
23,noel gallagher's high flying birds,we're on our way now,4kQfMBI8uhyyF3kRu9rV4F,0.358,0.733,7,-5.701,0,0.0345,0.164,0.0152,0.105,0.245,160.646
24,"machine gun kelly, kellin quinn",love race (feat. kellin quinn),1F9kEuwT29fgqlovIclu81,0.517,0.848,10,-4.054,1,0.0521,0.00581,0.0,0.214,0.429,95.906
25,"kid milli, dress",midnight blue (feat. in the endless zanhyang we are),7FCpGqAAnWFQ0pHUxTkmBe,0.499,0.842,11,-4.356,0,0.0619,0.0793,0.000541,0.062,0.527,76.022
26,"bbno$, diamond pistols",help herself (with benee),7bhpOnHyttMaBCg6WGCRzi,0.592,0.837,4,-6.987,0,0.0375,0.45,0.0222,0.145,0.67,167.992
27,rene,leaving anyway,2k93ni9reBSqRGMXzVHRzL,0.419,0.681,2,-5.451,1,0.0309,0.0353,1.49e-06,0.12,0.279,171.871
28,warpaint,lilys - hbo ‘made for love’ cut,4oK4XJa92LlpMNAzx1TMlP,0.52,0.77,1,-8.29,0,0.0305,0.012,0.704,0.102,0.459,88.501
29,"louis the child, a r i z o n a",so what (with a r i z o n a),3By9IFm4E2BvKQygT04O8g,0.799,0.791,2,-5.173,1,0.109,0.3,0.00089,0.104,0.651,119.993
30,finn askew,cherry bomb,3MyuOZO9kWyvluRgxBoMus,0.825,0.648,11,-5.857,0,0.0757,0.654,0.0,0.14,0.833,124.493
31,the aces,don't freak,6IDf8qhBUUi8BUWYRqk1mB,0.646,0.898,7,-4.459,1,0.0751,0.00369,9.42e-06,0.273,0.728,102.997
32,the coral,change your mind,6M5TotIOgyxrEKwwbhEUqi,0.524,0.906,7,-5.961,1,0.0352,0.0368,0.00857,0.221,0.724,135.979
33,"tiny meat gang, quinn xcii",daddy (feat. quinn xcii),4pJzUvwU5ufYr8rLdQ6aYK,0.879,0.522,5,-8.934,0,0.069,0.068,0.0,0.0988,0.326,99.997
34,21 savage,spiral,2YMCSqTmBTtcYA8dyUCvbT,0.814,0.659,2,-4.475,1,0.0811,0.00161,0.0254,0.499,0.13,88.521
35,"allblack, g-eazy",10 toes,53zTSN9Zgq9PJhS9xTcJv7,0.825,0.512,9,-7.679,1,0.139,0.0204,0.0,0.312,0.537,101.986
36,"loveleo, rico nasty",tung tied,1q7xdrDrGfd6RYRoAl3H27,0.79,0.727,0,-5.763,1,0.28,0.131,7.48e-05,0.129,0.716,160.014
37,jessie ware,please - single edit,7mJGrZIFA5MO6W2QBcWBDX,0.665,0.69,7,-7.275,1,0.0369,0.0325,0.0147,0.116,0.454,120.032
38,john park,i′m always by your side,4aJzPMzETa2kSm1Gz8PlBx,0.692,0.549,9,-4.327,0,0.0366,0.183,0.0,0.102,0.375,71.991
39,onf,ugly dance,42M4c2TDlaJgNz08vsEoYD,0.628,0.718,0,-6.173,1,0.301,0.0312,0.0,0.327,0.603,187.922
40,giant pink,come closer,1S9eQ1x0vDKW42GSTdkHCZ,0.599,0.583,0,-3.59,1,0.112,0.729,1.17e-06,0.13,0.835,169.905
41,hot issue,gratata,5r5DHrJRw6q06N2aeHNczb,0.78,0.892,11,-1.713,1,0.0456,0.0634,1.51e-06,0.0468,0.708,124.999
42,eaeon,don't (feat. rm),6KE3Fs6LMzi4hJI3eFqyLC,0.63,0.596,4,-7.965,0,0.0328,0.106,0.01,0.0983,0.275,106.935
43,"sarah barrios, eric nam",have we met before (with eric nam),7eCpXVlWnTVEE8twb3P8m5,0.434,0.271,7,-10.302,1,0.0353,0.856,0.0,0.109,0.367,167.412
44,ardhito pramono,orang utan,1suVlHp8I0llyBZitkTTMW,0.78,0.326,2,-7.922,1,0.0554,0.689,0.0,0.237,0.513,135.036
45,shaed,dizzy,2vB3u3aqSPeH51SSUuNbOh,0.625,0.477,4,-6.46,0,0.031,0.333,6.41e-05,0.344,0.199,113.979
46,"zhu, arctic lake",yours,5kNv1Du0DqYgKkFgXiBRu3,0.684,0.699,4,-6.086,0,0.0479,0.298,0.557,0.0762,0.0938,122.955
47,"stand atlantic, nothing,nowhere.","deathwish (feat. nothing,nowhere.)",4pi7qRGw2DDKAJMGHGcZ2O,0.758,0.779,8,-4.405,1,0.038,0.000717,0.0,0.109,0.588,124.987
48,daynim,be there,69afhLS1kYdwRTOITll8jg,0.605,0.553,1,-6.015,1,0.0398,0.792,0.0112,0.219,0.377,120.014
49,"taylor bennett, thehxliday",come alive (feat. thehxliday),0EITxthhxxGOWmiVazqXIY,0.55,0.774,0,-5.863,0,0.187,0.325,0.0,0.138,0.574,146.971
50,hiatus kaiyote,red room,0aefDhwto2nL2kTHIiil0J,0.687,0.361,7,-9.782,1,0.0501,0.631,0.00479,0.117,0.453,80.935
51,daze,lonely,7vyLtxhvxrmqQ0rhUDkzDs,0.587,0.555,9,-6.077,1,0.108,0.542,0.0,0.109,0.268,107.702
52,kings of convenience,rocky trail,5xKHD7mTnrCgy4SN1Y1jK3,0.549,0.418,6,-13.172,1,0.0423,0.788,0.123,0.112,0.692,171.98
53,wrabel,good,7fptOuhoYCHW9cBaLmxPVS,0.582,0.425,0,-8.001,1,0.0418,0.159,0.0,0.296,0.292,88.971
54,pineappleciti,phoenix,2WGGZclxMDFqRSRW7Q3hNB,0.379,0.679,4,-7.398,0,0.186,0.503,0.0,0.286,0.437,169.392
55,the marías,hush,04kybb0HCt1uaTBgYkSgwQ,0.846,0.431,5,-6.549,0,0.0351,0.071,0.176,0.0861,0.684,93.038
56,anitta,girl from rio,2plRom0urixt6BE8t7kOhQ,0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.06
57,casté,easily,6IXm2PWW2GOsPXm9hOoDpV,0.649,0.533,2,-11.502,0,0.0485,0.167,0.000492,0.416,0.646,167.958
58,jocelvn,laundry,4x9oF12fNqMBfhCwk8IrCa,0.689,0.638,2,-7.739,1,0.0342,0.509,6.85e-06,0.159,0.372,120.018
